budget,static_frontier_quality,learned_router_quality,oracle_quality,router_feasible,oracle_feasible,static_feasible,oracle_cost,router_realized_cost,static_expected_cost,oracle_method,oracle_lp_quality,router_vs_static_gap,oracle_vs_router_gap,fraction_of_available_routing_value_captured
0.00926655,0.7733333333333333,,0.7733333333333333,False,True,True,0.00926655,,0.009266549999999988,approx,0.7733333333333333,,,
0.014638459999999999,0.8151455495233497,,0.9844444444444445,False,True,True,0.014638459999999997,,0.014638459999999999,approx,0.9844444444444445,,,
0.05344520375,0.8691390335877184,,0.9844444444444445,False,True,True,0.014638459999999997,,0.05344520375,approx,0.9844444444444445,,,
0.09762385750000001,0.8778738417616758,,0.9844444444444445,False,True,True,0.014638459999999997,,0.09762385750000001,approx,0.9844444444444445,,,
0.14180251125,0.8866086499356334,,0.9844444444444445,False,True,True,0.014638459999999997,,0.14180251125,approx,0.9844444444444445,,,
0.18598116500000003,0.8953434581095909,,0.9844444444444445,False,True,True,0.014638459999999997,,0.18598116500000003,approx,0.9844444444444445,,,
0.23015981875000005,0.9040782662835485,,0.9844444444444445,False,True,True,0.014638459999999997,,0.23015981875000002,approx,0.9844444444444445,,,
0.2743384725,0.912813074457506,,0.9844444444444445,False,True,True,0.014638459999999997,,0.2743384725,approx,0.9844444444444445,,,
0.31851712625,0.9215478826314635,,0.9844444444444445,False,True,True,0.014638459999999997,,0.31851712625,approx,0.9844444444444445,,,
0.36269578,0.9288888888888889,,0.9844444444444445,False,True,True,0.014638459999999997,,0.3556462499999997,approx,0.9844444444444445,,,
