budget,static_frontier_quality,learned_router_quality,oracle_quality,router_feasible,oracle_feasible,static_feasible,oracle_cost,router_realized_cost,static_expected_cost,oracle_method,oracle_lp_quality,router_vs_static_gap,oracle_vs_router_gap,fraction_of_available_routing_value_captured
0.0039997999999999995,0.905,,0.905,False,True,True,0.0039997999999999995,,0.003999799999999997,approx,0.905,,,
0.0049018,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.022206714999999995,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.04041362999999999,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.05862054499999999,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.07682745999999999,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.09503437499999998,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.11324128999999998,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.13144820499999998,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
0.14965511999999997,0.905,,0.9825,False,True,True,0.004901799999999997,,0.003999799999999997,approx,0.9825,,,
