threshold,strong_pct,router_acc_pct,router_usd_per_item,frac_match_acc_pct,edge_frac_pp,cost_match_acc_pct,edge_cost_pp,advantage_lost_pp,mc_p,interior
0.21292775869369507,100.0,85.76893649579189,0.004313205814843153,85.76893649579189,0.0,85.76893649579189,0.0,0.0,1.0,False
0.4211216330528259,89.9770466717674,84.46824789594491,0.003909702677888294,83.56035917480415,0.9078887211407705,83.6491724464356,0.81907544950931,0.08881327163146047,0.0551,True
0.45597598552703855,79.95409334353482,81.56082631981637,0.003497752257077276,81.35178185381639,0.20904446599997462,81.48503142204979,0.0757948977665901,0.13324956823338452,0.48015,True
0.477284574508667,70.00765110941086,79.265493496557,0.003081292578423871,79.16006390169115,0.1054295948658579,79.2972014550309,-0.031707958473903286,0.1371375533397612,0.542,True
0.4984637975692749,59.984697781178276,78.19433817903597,0.0026634379495026777,76.9514865807034,1.2428515983325505,77.1020432539601,1.092294925075854,0.15055667325669653,0.09925,True
0.5167810916900635,50.03825554705432,76.28156082631982,0.002256832440703902,74.75976862857814,1.521792197741667,74.96598119921012,1.3155796271096976,0.20621257063196952,0.06275,True
0.5349911093711853,40.01530221882173,73.37413925019128,0.0018536690130068862,72.5511913075904,0.8229479426008712,72.84800177903278,0.5261374711584832,0.29681047144238804,0.28175,True
0.5554229855537415,29.992348890589138,70.92578423871461,0.0014258530986993112,70.34261398660266,0.5831702521119642,70.60051294478083,0.32527129393379317,0.257898958178171,0.3526,True
0.5815513014793395,20.04590665646519,69.01300688599848,0.001005880336648814,68.1508960344774,0.8621108515210696,68.39422733961315,0.6187795463853174,0.24333130513575219,0.1977,True
0.6258944869041443,10.022953328232594,66.48814078041316,0.0005754361132364193,65.94231871348966,0.545822066923507,66.13293094194783,0.3552098384653313,0.19061222845817571,0.2681,True
0.8179140686988831,0.07651109410864575,63.810252486610565,0.00012225554705432286,63.75060076136441,0.05965172524615703,63.75219140344159,0.05806108316896985,0.0015906420771871765,0.2588,False
